,ID,RECENT_DATE,TRANS_NUM,AVG_TRANS_AMT,TRANS_NUM_BEFORE
566,8221436104,20180206,0.0,0.0,0.0
567,8221436092,20171116,0.0,0.0,1.0
568,4356685912,20180211,165.0,14039808.09,165.0
569,6339287148,20180112,24.0,0.0,15.0
570,4362302236,20180210,0.0,0.0,0.0
571,4351083580,20171130,0.0,0.0,12.0
572,5407147640,20180210,0.0,0.0,0.0
573,8760718532,20180211,0.0,0.0,0.0
574,4363282468,20180211,384.0,5760000.0,1826.0
575,8900002280,20180205,2.0,26000.0,0.0
576,7642862612,20180129,8.0,0.0,6.0
577,8491084760,20171217,0.0,0.0,0.0
578,5137513868,20171207,0.0,0.0,0.0
579,5137512712,20180206,0.0,0.0,0.0
580,9289289488,20180205,0.0,0.0,0.0
581,4345463824,20171226,0.0,0.0,0.0
582,4334228948,20180204,126.0,8194200.0,55.0
583,8491083652,20171128,1.0,20000.0,0.0
584,6525008112,20180210,0.0,0.0,0.0
585,5407151168,20171210,0.0,0.0,0.0
586,4373555668,20171227,0.0,0.0,0.0
587,8760721940,20180210,0.0,0.0,0.0
588,4351085844,20180122,2160.0,2160000.0,4536.0
